#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
485,Anthony Bemboom,621532,621532,13854,10618,*02nbr*,DET,C,C,Bemboom,Anthony,Bemboom,Anthony
486,Zach Remillard,621545,621545,19788,11809,*041va*,CHW,2B,2B/OF,Remillard,Zach,Remillard,Zach
487,Alex Young,622065,622065,18333,10644,*03aad*,NYM,RP,RP,Young,Alex,Young,Alex
488,Yency Almonte,622075,622075,15068,9494,*02n7z*,CHC,RP,RP,Almonte,Yency,Almonte,Yency
489,Tejay Antone,622088,622088,16233,10749,*02nbw*,CIN,RP,RP,Antone,Tejay,Antone,Tejay
490,Drew Smith,622098,622098,17755,10047,*03qkc*,NYM,RP,RP,Smith,Drew,Smith,Drew
491,Gerardo Reyes,622103,622103,16306,10488,*03mm1*,OAK,RP,RP,Reyes,Gerardo,Reyes,Gerardo
492,Josh Sborz,622250,622250,18323,10487,*03pp9*,TEX,RP,RP,Sborz,Josh,Sborz,Josh
493,Josh Staumont,622251,622251,18335,10257,*03pp2*,FA,RP,RP,Staumont,Josh,,
494,Dillon Tate,622253,622253,17796,10459,*03p9d*,BAL,RP,RP,Tate,Dillon,Tate,Dillon
495,Patrick Weigel,622256,622256,17792,10443,,CIN,RP,RP,Weigel,Patrick,Weigel,Patrick
496,Trey Wingenter,622259,622259,17793,10069,*03qtp*,CHC,RP,RP,Wingenter,Trey,Wingenter,Trey
497,Donovan Walton,622268,622268,19314,10697,*03qyb*,SF,2B,2B/SS,Walton,Donovan,Walton,Donovan
498,Nabil Crismatt,622503,622503,17732,10887,*0484h*,SD,RP,RP,Crismatt,Nabil,Crismatt,Nabil
499,Seranthony Dominguez,622554,622554,19249,9838,*04auk*,BAL,RP,RP,Dominguez,Seranthony,Domínguez,Seranthony
500,Pablo Reyes,622569,622569,16357,10098,*03azu*,NYM,2B/SS/ 3B,2B/SS/ 3B,Reyes,Pablo,Reyes,Pablo
501,Elieser Hernandez,622694,622694,16933,9927,*03yx9*,MIL,RP,RP,Hernandez,Elieser,Hernández,Elieser
502,Miguel Diaz,622766,622766,18815,9591,*03mkx*,DET,RP,RP,Diaz,Miguel,Díaz,Miguel
503,Angel Perdomo,622780,622780,17759,10706,*03mhv*,ATL,RP,RP,Perdomo,Angel,Perdomo,Angel
504,Jesus Tinoco,622786,622786,16300,9845,*03moe*,MIA,RP,RP,Tinoco,Jesus,Tinoco,Jesus
505,Chris Flexen,623167,623167,13896,9502,*02n5v*,CHW,SP,SP,Flexen,Chris,Flexen,Chris
506,Andrew Velazquez,623205,623205,14196,10099,*02n0e*,ATL,SS,SS,Velazquez,Andrew,Velazquez,Andrew
507,Huascar Brazoban,623211,623211,6107,11519,*060ml*,NYM,RP,RP,Brazoban,Huascar,Brazobán,Huascar
508,Brad Wieck,623364,623364,16390,9912,*03dfo*,CHC,RP,RP,Wieck,Brad,Wieck,Brad
509,Thomas Pannone,623381,623381,17281,9882,*031ce*,CHC,RP,RP,Pannone,Thomas,Pannone,Thomas
510,Nick Anderson,623433,623433,18337,10474,*04sxl*,LAD,RP,RP,Anderson,Nick,Anderson,Nick
511,Justin Topa,623437,623437,15145,11126,*0318i*,MIN,RP,RP,Topa,Justin,Topa,Justin
512,Jackson Stephens,623451,623451,14420,9488,*02n8k*,ATL,RP,RP,Stephens,Jackson,Stephens,Jackson
513,Evan Phillips,623465,623465,17734,9635,*03qto*,LAD,RP,RP,Phillips,Evan,Phillips,Evan
514,Jimmy Herget,623474,623474,17556,10501,*03qln*,ATL,RP,RP,Herget,Jimmy,Herget,Jimmy
515,Josh Lester,623507,623507,17737,10546,*03qqr*,KC,3B,3B,Lester,Josh,Lester,Josh
516,David Bote,623520,623520,14593,9607,*02n8i*,CHC,3B,2B/3B,Bote,David,Bote,David
517,Anthony Santander,623993,623993,14551,9599,*02w16*,BAL,OF,1B/OF,Santander,Anthony,Santander,Anthony
518,Ranger Suarez,624133,624133,17277,9840,*03et8*,PHI,SP,SP,Suarez,Ranger,Suárez,Ranger
519,Pete Alonso,624413,624413,19251,10312,*041pz*,NYM,1B,1B,Alonso,Pete,Alonso,Pete
520,Ian Clarkin,624420,624420,sa737534,9837,,ARI,SP,SP,Clarkin,Ian,Clarkin,Ian
521,Stephen Gonsalves,624427,624427,15492,9793,*03740*,COL,RP,RP,Gonsalves,Stephen,Gonsalves,Stephen
522,Jose Trevino,624431,624431,16725,9862,*03df0*,NYY,C,C,Trevino,Jose,Trevino,Jose
523,Nick Gordon,624503,624503,16337,9786,*03c7z*,MIA,OF,2B/OF,Gordon,Nick,Gordon,Nick
524,Keegan Thompson,624522,624522,19795,10919,*04efn*,CHC,RP,RP,Thompson,Keegan,Thompson,Keegan
525,Riley Unroe,624523,624523,sa737614,10534,,DET,2B,2B,Unroe,Riley,Unroe,Riley
526,Edmundo Sosa,624641,624641,17022,9557,*02zpf*,PHI,2B/SS/ 3B,2B/SS/ 3B,Sosa,Edmundo,Sosa,Edmundo
527,Victor Gonzalez,624647,624647,16408,10703,*03aqt*,NYY,RP,RP,Gonzalez,Victor,González,Victor
528,Erick Mejia,625510,625510,15817,9950,,WSH,SS,SS,Mejia,Erick,Mejia,Erick
529,Darien Nunez,628345,628345,21197,11235,*03xla*,SF,RP,RP,Nunez,Darien,Núñez,Darien
530,Andy Ibanez,628451,628451,18819,10979,*03mm4*,DET,1B/2B/ 3B/OF,1B/2B/ 3B/OF,Ibanez,Andy,Ibáñez,Andy
531,Yunior Marte,628708,628708,14416,11122,*03yxa*,PHI,RP,RP,Marte,Yunior,Marte,Yunior
532,Yonny Chirinos,630023,630023,16401,9806,*03zu0*,MIA,SP,SP,Chirinos,Yonny,Chirinos,Yonny
533,Jake Cronenworth,630105,630105,18036,10766,*03qmh*,SD,1B/2B,1B/2B,Cronenworth,Jake,Cronenworth,Jake
534,Kyle Finnegan,640448,640448,15009,10792,*031bl*,WSH,RP,RP,Finnegan,Kyle,Finnegan,Kyle
535,Hunter Harvey,640451,640451,15507,8633,*0310c*,KC,RP,RP,Harvey,Hunter,Harvey,Hunter
536,Matt Krook,640454,640454,19315,11314,*0310j*,BAL,RP,RP,Krook,Matt,Krook,Matt
537,Brian Navarreto,640459,640459,16398,10835,,MIL,C,C,Navarreto,Brian,Navarreto,Brian
538,Dustin Peterson,640460,640460,15189,10035,*03114*,PIT,3B,3B,Peterson,Dustin,Peterson,Dustin
539,A.J. Puk,640462,640462,19343,9792,*03yso*,ARI,RP,RP,Puk,A.J.,Puk,A.J.
540,Adbert Alzolay,640470,640470,17859,9886,*03aqz*,CHC,RP,RP,Alzolay,Adbert,Alzolay,Adbert
541,Jose Azocar,640492,640492,18821,11446,*03yux*,SD,OF,OF,Azocar,Jose,Azocar,José
542,Jhonny Pereda,640902,640902,19802,11066,*04yd8*,MIA,C,C,Pereda,Jhonny,Pereda,Jhonny
543,Pablo Lopez,641154,641154,17085,9876,*043f9*,MIN,SP,SP,Lopez,Pablo,López,Pablo
544,Tyler Alexander,641302,641302,17735,10646,*0376h*,TB,SP,SP,Alexander,Tyler,Alexander,Tyler
545,Shaun Anderson,641312,641312,19453,10333,,MIA,SP,SP,Anderson,Shaun,Anderson,Shaun
546,Bryan Baker,641329,641329,19804,10853,*041w4*,BAL,RP,RP,Baker,Bryan,Baker,Bryan
547,Jake Bauers,641343,641343,15194,9788,*0316v*,MIL,1B/OF,1B/OF,Bauers,Jake,Bauers,Jake
548,Ben Bowden,641386,641386,20198,10741,*041px*,ATL,RP,RP,Bowden,Ben,Bowden,Ben
549,Jake Brentz,641394,641394,17783,11070,*031d3*,KC,RP,RP,Brentz,Jake,Brentz,Jake
550,Connor Brogdon,641401,641401,21205,11019,*04ek8*,LAD,RP,RP,Brogdon,Connor,Brogdon,Connor
551,Alan Busenitz,641427,641427,15239,9685,*031hh*,CIN,RP,RP,Busenitz,Alan,Busenitz,Alan
552,Willie Calhoun,641432,641432,17838,9768,*0315r*,LAA,DH,OF,Calhoun,Willie,Calhoun,Willie
553,Nestor Cortes,641482,641482,17874,9934,,NYY,SP,SP,Cortes,Nestor,Cortes,Nestor
554,Jonathan Davis,641505,641505,15104,10103,,MIA,OF,OF,Davis,Jonathan,Davis,Jonathan
555,Jason Delay,641511,641511,19806,11495,*041w5*,PIT,C,C,Delay,Jason,Delay,Jason
556,Dane Dunning,641540,641540,19409,10174,*041m9*,TEX,SP,SP,Dunning,Dane,Dunning,Dane
557,Jon Duplantier,641541,641541,19546,9956,*041qq*,LAD,SP,SP,Duplantier,Jon,Duplantier,Jon
558,Bernardo Flores Jr.,641576,641576,19561,10728,,TEX,RP,RP,Flores Jr.,Bernardo,Flores Jr.,Bernardo
559,Matt Foster,641582,641582,19647,10729,*0422q*,CHW,RP,RP,Foster,Matt,Foster,Matt
560,Jake Fraley,641584,641584,19260,10225,*041qd*,CIN,OF,OF,Fraley,Jake,Fraley,Jake
561,J.P. France,641585,641585,21212,11716,*04py3*,HOU,RP,RP,France,J.P.,France,J.P.
562,Luis Guillorme,641645,641645,16451,9870,*0317b*,LAA,2B,2B,Guillorme,Luis,,
563,Ian Hamilton,641656,641656,19261,10087,*041w8*,NYY,RP,RP,Hamilton,Ian,Hamilton,Ian
564,Garrett Hampson,641658,641658,19262,9983,*041qk*,KC,2B/SS/ OF,2B/SS/ OF,Hampson,Garrett,Hampson,Garrett
565,Dakota Hudson,641712,641712,19206,10064,*041md*,COL,SP,SP,Hudson,Dakota,Hudson,Dakota
566,Daulton Jefferies,641726,641726,19345,10179,*041pp*,PIT,RP,RP,Jefferies,Daulton,Jefferies,Daulton
567,Rob Kaminsky,641739,641739,15792,10890,,SEA,RP,RP,Kaminsky,Rob,Kaminsky,Rob
568,Brad Keller,641745,641745,15734,9936,*0312l*,BOS,SP,SP,Keller,Brad,Keller,Brad
569,Tyler Kinley,641755,641755,18297,9938,*0313t*,COL,RP,RP,Kinley,Tyler,Kinley,Tyler
570,Charles Leblanc,641779,641779,19813,11520,*041r7*,LAA,2B,2B/3B,Leblanc,Charles,Leblanc,Charles
571,Zack Littell,641793,641793,15823,9860,*031d4*,TB,SP,SP,Littell,Zack,Littell,Zack
572,Tim Locastro,641796,641796,15124,9773,,SD,OF,OF,Locastro,Tim,Locastro,Tim
573,Tyler Mahle,641816,641816,16358,9742,*0312g*,TEX,SP,SP,Mahle,Tyler,Mahle,Tyler
574,Jason Martin,641829,641829,16429,10475,*0374g*,LAA,OF,OF,Martin,Jason,Martin,Jason
575,Tim Mayza,641835,641835,15042,9339,*031dd*,NYY,RP,RP,Mayza,Tim,Mayza,Tim
576,Keynan Middleton,641871,641871,15264,9532,*031av*,STL,RP,RP,Middleton,Keynan,Middleton,Keynan
577,Patrick Murphy,641907,641907,19712,10493,*031au*,MIN,RP,RP,Murphy,Patrick,Murphy,Patrick
578,Bailey Ober,641927,641927,21224,11159,*0425t*,MIN,SP,SP,Ober,Bailey,Ober,Bailey
579,Tyler O’Neill,641933,641933,15711,9789,*02yk4*,BOS,OF,OF,O’Neill,Tyler,O’Neill,Tyler
580,Emilio Pagan,641941,641941,14771,9652,*031cy*,CIN,RP,RP,Pagan,Emilio,Pagán,Emilio
581,Joshua Palacios,641943,641943,19818,10852,,PIT,OF,OF,Palacios,Joshua,Palacios,Joshua
582,Buddy Reed,642002,642002,sa738683,10860,,TEX,OF,OF,Reed,Buddy,Reed,Buddy
583,Daniel Robert,642016,642016,21229,11433,*04et8*,TEX,RP,RP,Robert,Daniel,Robert,Daniel
584,Chuckie Robinson,642020,642020,19824,11532,*04244*,CHW,C,C,Robinson,Chuckie,Robinson,Chuckie
585,Josh Rogers,642028,642028,18510,10086,*03qpd*,COL,RP,RP,Rogers,Josh,Rogers,Josh
586,Tayler Saucedo,642048,642048,17888,11221,*03qx9*,SEA,RP,RP,Saucedo,Tayler,Saucedo,Tayler
587,Gabe Speier,642100,642100,17170,10688,*031fj*,SEA,RP,RP,Speier,Gabe,Speier,Gabe
588,Cole Sulser,642121,642121,15256,10684,*031hc*,TB,RP,RP,Sulser,Cole,Sulser,Cole
589,Blake Taylor,642130,642130,16418,10708,*03116*,TEX,RP,RP,Taylor,Blake,Taylor,Blake
590,Matt Thaiss,642136,642136,19318,10286,*04053*,LAA,C,C,Thaiss,Matt,Thaiss,Matt
591,Lou Trivino,642152,642152,15043,9885,*031d9*,NYY,RP,RP,Trivino,Lou,Trivino,Lou
592,Jamie Westbrook,642197,642197,15504,10228,*0345w*,BOS,OF,OF,Westbrook,Jamie,Westbrook,Jamie
593,Eli White,642201,642201,19346,10821,*041w3*,ATL,OF,OF,White,Eli,White,Eli
594,Taylor Widener,642203,642203,19266,10340,*041×6*,ATL,RP,RP,Widener,Taylor,Widener,Taylor
595,Devin Williams,642207,642207,15816,10665,*0311c*,MIL,RP,RP,Williams,Devin,Williams,Devin
596,Weston Wilson,642215,642215,19358,11840,*0420h*,PHI,OF,OF,Wilson,Weston,Wilson,Weston
597,Allan Winans,642216,642216,21238,11829,*04pzz*,ATL,SP,SP,Winans,Allan,Winans,Allan
598,Ryan Yarbrough,642232,642232,16502,9807,*0314j*,TOR,RP,RP,Yarbrough,Ryan,Yarbrough,Ryan
599,Jose Siri,642350,642350,17452,9907,*039vx*,TB,OF,OF,Siri,Jose,Siri,Jose
600,Gregory Soto,642397,642397,19677,9892,*04aok*,BAL,RP,RP,Soto,Gregory,Soto,Gregory
601,Luis Liberato,642451,642451,17307,11569,*02ybv*,ATL,OF,OF,Liberato,Luis,Liberato,Luis
602,Jonathan Loaisiga,642528,642528,19753,9897,*03db4*,NYY,RP,RP,Loaisiga,Jonathan,Loáisiga,Jonathan
603,Jonathan Hernandez,642546,642546,17464,9864,*03mgq*,SEA,RP,RP,Hernandez,Jonathan,Hernández,Jonathan
604,Freddy Peralta,642547,642547,18679,9915,*03dc4*,MIL,SP,SP,Peralta,Freddy,Peralta,Freddy
605,Gerson Moreno,642575,642575,sa736656,9891,,OAK,RP,RP,Moreno,Gerson,Moreno,Gerson
606,Felix Bautista,642585,642585,20666,11379,*05t64*,BAL,RP,RP,Bautista,Felix,Bautista,Félix
607,Dennis Santana,642701,642701,17878,9917,*046yd*,PIT,RP,RP,Santana,Dennis,Santana,Dennis
608,Amed Rosario,642708,642708,15518,9500,*02yh5*,CIN,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Rosario,Amed,Rosario,Amed
609,Willy Adames,642715,642715,15986,8971,*03atq*,MIL,SS,SS,Adames,Willy,Adames,Willy
610,Sergio Alcantara,642727,642727,16417,9889,*02yh9*,ARI,SS,2B/SS/ 3B,Alcantara,Sergio,Alcántara,Sergio
611,Thairo Estrada,642731,642731,16426,9894,*03aay*,SF,2B/SS,2B/SS,Estrada,Thairo,Estrada,Thairo
612,Jonathan Bermudez,642834,642834,sa3007832,11310,,MIA,SP,SP,Bermudez,Jonathan,Bermudez,Jonathan
613,Austin Wynns,642851,642851,15271,9828,*031cs*,CIN,C,C,Wynns,Austin,Wynns,Austin
614,Adam Cimber,643256,643256,15288,10016,*03178*,LAA,RP,RP,Cimber,Adam,Cimber,Adam
615,Garrett Cooper,643265,643265,15279,9705,*03128*,BAL,1B,1B,Cooper,Garrett,Cooper,Garrett
616,Mauricio Dubon,643289,643289,16530,9802,*03aqw*,HOU,1B/2B/ OF,1B/2B/ SS/OF,Dubon,Mauricio,Dubón,Mauricio
617,Caleb Hamilton,643348,643348,19842,10945,*04256*,LAA,C,C,Hamilton,Caleb,Hamilton,Caleb
618,Kevin Herget,643361,643361,15369,11539,,MIL,RP,RP,Herget,Kevin,Herget,Kevin
619,Griffin Jax,643377,643377,20253,11218,*0317q*,MIN,RP,RP,Jax,Griffin,Jax,Griffin
620,Isiah Kiner-Falefa,643396,643396,16512,9863,*031b3*,PIT,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Kiner-Falefa,Isiah,Kiner-Falefa,Isiah
621,Mark Leiter Jr.,643410,643410,15551,9648,*0319c*,NYY,RP,RP,Leiter Jr.,Mark,Leiter Jr.,Mark
622,Jeff McNeil,643446,643446,15362,10061,*0317o*,NYM,2B/OF,2B/OF,McNeil,Jeff,McNeil,Jeff
623,Tyler Rogers,643511,643511,15541,10725,*0374m*,SF,RP,RP,Rogers,Tyler,Rogers,Tyler
624,Chadwick Tromp,644433,644433,16953,11085,*056c8*,ATL,C,C,Tromp,Chadwick,Tromp,Chadwick
625,Sandy Alcantara,645261,645261,18684,9754,*03btv*,MIA,SP,SP,Alcantara,Sandy,Alcantara,Sandy
626,Victor Robles,645302,645302,18363,9765,*03c65*,SEA,OF,OF,Robles,Victor,Robles,Victor
627,Ali Sanchez,645305,645305,18551,10752,*033lr*,MIA,C,C,Sanchez,Ali,Sánchez,Ali
628,Jose Herrera,645444,645444,17040,11321,*05xz1*,ARI,C,C,Herrera,Jose,Herrera,Jose
629,Rafael Devers,646240,646240,17350,9708,*030uc*,BOS,3B,3B,Devers,Rafael,Devers,Rafael
630,Jhonathan Diaz,646242,646242,20298,11291,*04oc6*,SEA,RP,RP,Diaz,Jhonathan,Diaz,Jhonathan
631,Josh Naylor,647304,647304,18839,10255,*03pjd*,CLE,1B,1B,Naylor,Josh,Naylor,Josh
632,Zach Pop,647315,647315,20185,11183,,TOR,RP,RP,Pop,Zach,Pop,Zach
633,Michael Soroka,647336,647336,18383,9791,,CHW,SP,SP,Soroka,Michael,Soroka,Michael
634,Abraham Toro,647351,647351,19844,10001,*041se*,OAK,2B/3B,2B/3B,Toro,Abraham,Toro,Abraham
635,Luis Urias,649966,649966,16622,9922,*03o43*,SEA,2B/3B,2B/3B,Urias,Luis,Urías,Luis
636,Luis Arraez,650333,650333,18568,10481,*03mew*,SD,1B/2B,1B/2B,Arraez,Luis,Arraez,Luis
637,Eloy Jimenez,650391,650391,17484,9782,*030ud*,BAL,DH,OF,Jimenez,Eloy,Jiménez,Eloy
638,Willi Castro,650489,650489,17338,9856,*03btu*,MIN,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Castro,Willi,Castro,Willi
639,Yandy Diaz,650490,650490,16578,9639,*03m6o*,TB,1B,1B,Diaz,Yandy,Díaz,Yandy
640,Bryan Abreu,650556,650556,16609,10381,*04tlv*,HOU,RP,RP,Abreu,Bryan,Abreu,Bryan
641,Bryan De La Cruz,650559,650559,19600,11247,*03bud*,PIT,OF,OF,De La Cruz,Bryan,De La Cruz,Bryan
642,Michael King,650633,650633,19853,10289,*041wv*,SD,SP,SP,King,Michael,King,Michael
643,Aaron Civale,650644,650644,19479,10640,*041qr*,MIL,SP,SP,Civale,Aaron,Civale,Aaron
644,Jose Quijada,650671,650671,19200,10465,*04k0x*,LAA,RP,RP,Quijada,Jose,Quijada,José
645,Luis Rengifo,650859,650859,19858,9609,*03avk*,LAA,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Rengifo,Luis,Rengifo,Luis
646,Genesis Cabrera,650893,650893,17490,10447,*040cf*,TOR,RP,RP,Cabrera,Genesis,Cabrera,Génesis
647,Diego Castillo,650895,650895,17496,9903,*041me*,MIN,RP,RP,Castillo,Diego,Castillo,Diego
648,Rene Pinto,650907,650907,19859,10950,*040fw*,TB,C,C,Pinto,Rene,Pinto,René
649,Cristopher Sanchez,650911,650911,20778,10770,*052c8*,PHI,SP,SP,Sanchez,Cristopher,Sánchez,Cristopher
650,Marcos Diplan,650959,650959,17583,9914,,BAL,RP,RP,Diplan,Marcos,Diplán,Marcos
651,Daniel Duarte,650960,650960,17480,11351,*05y12*,MIN,RP,RP,Duarte,Daniel,Duarte,Daniel
652,Yohel Pozo,650968,650968,18848,11262,*03yr2*,OAK,DH,DH,Pozo,Yohel,Pozo,Yohel
653,Andruw Monasterio,655316,655316,19455,11797,*04vvy*,MIL,2B/3B,2B/3B,Monasterio,Andruw,Monasterio,Andruw
654,Manuel Rodriguez,655889,655889,20794,10778,*05ad7*,TB,RP,RP,Rodriguez,Manuel,Rodríguez,Manuel
655,Aneurys Zabala,656008,656008,20802,11491,,DET,RP,RP,Zabala,Aneurys,Zabala,Aneurys
656,Carlos Perez,656024,656024,20805,11543,*03mkv*,CHW,C,C,Perez,Carlos,Pérez,Carlos
657,Riley Adams,656180,656180,19864,10850,*04azt*,WSH,C,C,Adams,Riley,Adams,Riley
658,Jalen Beeks,656222,656222,17192,9833,*03djb*,PIT,RP,RP,Beeks,Jalen,Beeks,Jalen
659,Brandon Bielak,656232,656232,19866,11000,*04el1*,OAK,RP,RP,Bielak,Brandon,Bielak,Brandon
660,Jake Bird,656234,656234,21267,11493,*04pqs*,COL,RP,RP,Bird,Jake,Bird,Jake
661,Scott Blewett,656240,656240,16427,10452,,MIN,RP,RP,Blewett,Scott,Blewett,Scott
662,Sean Bouchard,656248,656248,21270,11497,*04ejn*,COL,OF,OF,Bouchard,Sean,Bouchard,Sean
663,Jeff Brigham,656257,656257,16631,10092,*03dbv*,MIN,RP,RP,Brigham,Jeff,Brigham,Jeff
664,J.B. Bukauskas,656266,656266,20491,10221,*03dsj*,MIL,RP,RP,Bukauskas,J.B.,Bukauskas,J.B.
665,Brock Burke,656271,656271,17968,10483,*03dap*,LAA,RP,RP,Burke,Brock,Burke,Brock
666,Griffin Canning,656288,656288,19867,10209,*04eek*,LAA,SP,SP,Canning,Griffin,Canning,Griffin
667,Drew Carlton,656290,656290,19868,11281,,SD,RP,RP,Carlton,Drew,Carlton,Drew
668,Dylan Cease,656302,656302,18525,10191,*03df2*,SD,SP,SP,Cease,Dylan,Cease,Dylan
669,Michael Chavis,656308,656308,17321,9818,*03d6t*,CHW,2B,2B,Chavis,Michael,Chavis,Michael
670,Tucker Davidson,656353,656353,19871,10715,*04225*,BAL,RP,RP,Davidson,Tucker,Davidson,Tucker
671,Austin Davis,656354,656354,17117,10044,,SD,RP,RP,Davis,Austin,Davis,Austin
672,Tommy Doyle,656382,656382,21281,11081,,ATL,RP,RP,Doyle,Tommy,Doyle,Tommy
673,Joe Dunand,656388,656388,19727,11463,*04eei*,BOS,SS,SS,Dunand,Joe,Dunand,Joe
674,Drew Ellis,656403,656403,19873,11249,,LAA,1B,1B,Ellis,Drew,Ellis,Drew
675,Alex Faedo,656412,656412,19874,10127,*04aec*,DET,RP,RP,Faedo,Alex,Faedo,Alex
676,Stuart Fairchild,656413,656413,20321,10963,*04eel*,CIN,OF,OF,Fairchild,Stuart,Fairchild,Stuart
677,Jack Flaherty,656427,656427,17479,9750,*03d6w*,LAD,SP,SP,Flaherty,Jack,Flaherty,Jack
678,Stone Garrett,656448,656448,19273,11538,*03dgh*,WSH,OF,OF,Garrett,Stone,Garrett,Stone
679,Tyler Gilbert,656457,656457,17964,10819,*03qm3*,PHI,RP,RP,Gilbert,Tyler,Gilbert,Tyler
680,Lucas Gilbreath,656458,656458,21290,11177,*04ei1*,COL,RP,RP,Gilbreath,Lucas,Gilbreath,Lucas
681,Kevin Ginkel,656464,656464,19876,10662,*03dpg*,ARI,RP,RP,Ginkel,Kevin,Ginkel,Kevin
682,Chris Gittens,656467,656467,18482,11217,,HOU,1B,1B,Gittens,Chris,Gittens,Chris
683,Tristan Gray,656484,656484,19877,10952,*04eme*,MIA,SS,SS,Gray,Tristan,Gray,Tristan
684,Dalton Guthrie,656495,656495,21293,11562,*04ae9*,BOS,OF,OF,Guthrie,Dalton,Guthrie,Dalton
685,Sam Hentges,656529,656529,18548,10326,*03dbu*,CLE,RP,RP,Hentges,Sam,Hentges,Sam
686,Derek Hill,656537,656537,16947,10714,*03d6q*,MIA,OF,OF,Hill,Derek,Hill,Derek
687,Sam Hilliard,656541,656541,17954,10457,*03qs6*,COL,OF,OF,Hilliard,Sam,Hilliard,Sam
688,Jordan Holloway,656548,656548,20631,10463,*03dsa*,SEA,RP,RP,Holloway,Jordan,Holloway,Jordan
689,Rhys Hoskins,656555,656555,16472,9725,*03de9*,MIL,1B,1B,Hoskins,Rhys,Hoskins,Rhys
690,Tanner Houck,656557,656557,19879,11068,*03djk*,BOS,SP,SP,Houck,Tanner,Houck,Tanner
691,Alex Jackson,656577,656577,17276,8963,*02yoi*,TB,C,C,Jackson,Alex,Jackson,Alex
692,Connor Joe,656582,656582,16572,10517,*03d6y*,PIT,1B/OF,1B/OF,Joe,Connor,Joe,Connor
693,Mitch Keller,656605,656605,17594,9799,*03d7h*,PIT,SP,SP,Keller,Mitch,Keller,Mitch
694,Gabe Klobosits,656620,656620,19881,11248,*03dww*,TOR,RP,RP,Klobosits,Gabe,Klobosits,Gabe
695,Mark Kolozsvary,656627,656627,21304,11076,*04eid*,BOS,C,C,Kolozsvary,Mark,Kolozsvary,Mark
696,Michael Kopech,656629,656629,17282,9779,*03d6v*,LAD,RP,RP,Kopech,Michael,Kopech,Michael
697,Alex Lange,656638,656638,19883,11062,*03yui*,DET,RP,RP,Lange,Alex,Lange,Alex
698,Jacob Latz,656641,656641,21306,11266,,TEX,RP,RP,Latz,Jacob,Latz,Jacob
699,Zach Logue,656657,656657,20231,11317,*04ejq*,ATL,RP,RP,Logue,Zach,Logue,Zach
700,Brock Lundquist,656668,656668,,10607,*04eha*,TOR,OF,OF,Lundquist,Brock,Lundquist,Brock
701,Jordan Luplow,656669,656669,16424,9716,,PHI,OF,OF,Luplow,Jordan,Luplow,Jordan
702,Corbin Martin,656686,656686,19884,10170,*04afj*,BAL,RP,RP,Martin,Corbin,Martin,Corbin
703,Brendan McKay,656713,656713,20186,10148,*04afi*,TB,SP,SP,McKay,Brendan,McKay,Brendan
704,Zach McKinstry,656716,656716,19392,9993,*0473m*,DET,2B/SS/ 3B/OF,2B/SS/ 3B/OF,McKinstry,Zach,McKinstry,Zach
705,Trevor Megill,656730,656730,17722,10804,*03dau*,MIL,RP,RP,Megill,Trevor,Megill,Trevor
706,Tylor Megill,656731,656731,21318,11227,*04ywk*,NYM,SP,SP,Megill,Tylor,Megill,Tylor
707,Bryce Montes De Oca,656755,656755,21319,11561,*03dnu*,NYM,RP,RP,Montes De Oca,Bryce,Montes De Oca,Bryce
708,Jordan Montgomery,656756,656756,16511,9646,*03dbo*,ARI,SP,SP,Montgomery,Jordan,Montgomery,Jordan
709,Cedric Mullins,656775,656775,17929,10072,*03qr0*,BAL,OF,OF,Mullins,Cedric,Mullins,Cedric
710,Parker Mushinski,656786,656786,21324,11451,*04ei3*,HOU,RP,RP,Mushinski,Parker,Mushinski,Parker
711,Nick Nelson,656793,656793,20153,10761,*041r9*,PHI,RP,RP,Nelson,Nick,Nelson,Nick
712,Ryan O’Hearn,656811,656811,16442,9824,*03dgq*,BAL,1B/OF,1B/OF,O’Hearn,Ryan,O’Hearn,Ryan
713,Luis F. Ortiz,656814,656814,16942,9825,,PHI,RP,RP,Ortiz,Luis F.,Ortiz,Luis F.
714,Connor Overton,656818,656818,18376,11260,*03doq*,CIN,SP,SP,Overton,Connor,Overton,Connor
715,Nicholas Padilla,656820,656820,21327,11548,*03qra*,CHW,RP,RP,Padilla,Nicholas,Padilla,Nicholas
716,Kevin Padlo,656821,656821,16593,10767,*03deh*,KC,1B,1B,Padlo,Kevin,Padlo,Kevin
717,DJ Peters,656847,656847,19348,9982,*041rb*,TEX,OF,OF,Peters,DJ,Peters,DJ
718,David Peterson,656849,656849,20302,10181,*04g1x*,NYM,SP,SP,Peterson,David,Peterson,David
719,Drew Rasmussen,656876,656876,25385,10807,*04eee*,TB,SP,SP,Rasmussen,Drew,Rasmussen,Drew
720,Jakson Reetz,656883,656883,17837,10967,*03dan*,SF,C,C,Reetz,Jakson,Reetz,Jakson
721,Sean Reid-Foley,656887,656887,17034,10074,*03d7a*,NYM,RP,RP,Reid-Foley,Sean,Reid-Foley,Sean
